x,y,Group
414.0606061,282.4867021,A
412.1212121,280.5452128,A
414.0606061,280.5452128,A
26.18181818,274.7207447,A
33.93939394,274.7207447,A
26.18181818,272.7792553,A
33.93939394,272.7792553,A
33.93939394,270.837766,A
26.18181818,268.8962766,A
28.12121212,268.8962766,A
30.06060606,268.8962766,A
35.87878788,268.8962766,A
43.63636364,268.8962766,A
45.57575758,268.8962766,A
14.54545455,266.9547872,A
18.42424242,266.9547872,A
20.36363636,266.9547872,A
22.3030303,266.9547872,A
47.51515152,266.9547872,A
49.45454545,266.9547872,A
12.60606061,265.0132979,A
14.54545455,265.0132979,A
16.48484848,265.0132979,A
32,265.0132979,A
51.39393939,265.0132979,A
55.27272727,265.0132979,A
14.54545455,263.0718085,A
53.33333333,263.0718085,A
55.27272727,263.0718085,A
57.21212121,263.0718085,A
12.60606061,261.1303191,A
57.21212121,261.1303191,A
59.15151515,259.1888298,A
61.09090909,259.1888298,A
64.96969697,259.1888298,A
10.66666667,257.2473404,A
63.03030303,257.2473404,A
10.66666667,255.3058511,A
64.96969697,255.3058511,A
66.90909091,255.3058511,A
10.66666667,253.3643617,A
68.84848485,253.3643617,A
8.727272727,251.4228723,A
64.96969697,251.4228723,A
70.78787879,251.4228723,A
2.909090909,249.481383,A
4.848484848,249.481383,A
8.727272727,249.481383,A
68.84848485,249.481383,A
72.72727273,249.481383,A
72.72727273,247.5398936,A
6.787878788,245.5984043,A
74.66666667,245.5984043,A
6.787878788,243.6569149,A
76.60606061,243.6569149,A
84.36363636,243.6569149,A
4.848484848,241.7154255,A
35.87878788,241.7154255,A
78.54545455,241.7154255,A
80.48484848,241.7154255,A
84.36363636,241.7154255,A
4.848484848,239.7739362,A
35.87878788,239.7739362,A
74.66666667,239.7739362,A
78.54545455,239.7739362,A
80.48484848,239.7739362,A
82.42424242,239.7739362,A
84.36363636,239.7739362,A
86.3030303,239.7739362,A
37.81818182,237.8324468,A
74.66666667,237.8324468,A
84.36363636,237.8324468,A
2.909090909,235.8909574,A
35.87878788,235.8909574,A
37.81818182,235.8909574,A
39.75757576,235.8909574,A
82.42424242,235.8909574,A
86.3030303,235.8909574,A
90.18181818,235.8909574,A
26.18181818,233.9494681,A
32,233.9494681,A
33.93939394,233.9494681,A
41.6969697,233.9494681,A
88.24242424,233.9494681,A
0.96969697,232.0079787,A
26.18181818,232.0079787,A
30.06060606,232.0079787,A
32,232.0079787,A
43.63636364,232.0079787,A
53.33333333,232.0079787,A
90.18181818,232.0079787,A
0.96969697,230.0664894,A
2.909090909,230.0664894,A
28.12121212,230.0664894,A
45.57575758,230.0664894,A
92.12121212,230.0664894,A
0.96969697,228.125,A
20.36363636,228.125,A
47.51515152,228.125,A
49.45454545,228.125,A
94.06060606,228.125,A
0.96969697,226.1835106,A
26.18181818,226.1835106,A
51.39393939,226.1835106,A
53.33333333,226.1835106,A
96,226.1835106,A
20.36363636,224.2420213,A
24.24242424,224.2420213,A
26.18181818,224.2420213,A
51.39393939,224.2420213,A
55.27272727,224.2420213,A
97.93939394,224.2420213,A
99.87878788,224.2420213,A
107.6363636,224.2420213,A
2.909090909,222.3005319,A
20.36363636,222.3005319,A
22.3030303,222.3005319,A
30.06060606,222.3005319,A
57.21212121,222.3005319,A
101.8181818,222.3005319,A
4.848484848,220.3590426,A
16.48484848,220.3590426,A
18.42424242,220.3590426,A
57.21212121,220.3590426,A
59.15151515,220.3590426,A
103.7575758,220.3590426,A
105.6969697,220.3590426,A
117.3333333,220.3590426,A
6.787878788,218.4175532,A
8.727272727,218.4175532,A
10.66666667,218.4175532,A
12.60606061,218.4175532,A
59.15151515,218.4175532,A
107.6363636,218.4175532,A
0.96969697,216.4760638,A
10.66666667,216.4760638,A
12.60606061,216.4760638,A
16.48484848,216.4760638,A
61.09090909,216.4760638,A
107.6363636,216.4760638,A
109.5757576,216.4760638,A
111.5151515,216.4760638,A
14.54545455,214.5345745,A
63.03030303,214.5345745,A
111.5151515,214.5345745,A
113.4545455,214.5345745,A
117.3333333,214.5345745,A
2.909090909,212.5930851,A
16.48484848,212.5930851,A
63.03030303,212.5930851,A
115.3939394,212.5930851,A
117.3333333,212.5930851,A
61.09090909,210.6515957,A
64.96969697,210.6515957,A
119.2727273,210.6515957,A
121.2121212,210.6515957,A
127.030303,210.6515957,A
63.03030303,208.7101064,A
66.90909091,208.7101064,A
68.84848485,208.7101064,A
70.78787879,208.7101064,A
117.3333333,208.7101064,A
123.1515152,208.7101064,A
125.0909091,208.7101064,A
136.7272727,208.7101064,A
138.6666667,208.7101064,A
68.84848485,206.768617,A
123.1515152,206.768617,A
127.030303,206.768617,A
128.969697,206.768617,A
130.9090909,206.768617,A
138.6666667,206.768617,A
64.96969697,204.8271277,A
70.78787879,204.8271277,A
132.8484848,204.8271277,A
134.7878788,204.8271277,A
136.7272727,204.8271277,A
138.6666667,204.8271277,A
140.6060606,204.8271277,A
68.84848485,202.8856383,A
72.72727273,202.8856383,A
78.54545455,202.8856383,A
144.4848485,202.8856383,A
146.4242424,202.8856383,A
148.3636364,202.8856383,A
150.3030303,202.8856383,A
175.5151515,202.8856383,A
74.66666667,200.9441489,A
80.48484848,200.9441489,A
136.7272727,200.9441489,A
138.6666667,200.9441489,A
152.2424242,200.9441489,A
154.1818182,200.9441489,A
156.1212121,200.9441489,A
158.0606061,200.9441489,A
160,200.9441489,A
161.9393939,200.9441489,A
167.7575758,200.9441489,A
181.3333333,200.9441489,A
189.0909091,200.9441489,A
192.969697,200.9441489,A
194.9090909,200.9441489,A
196.8484848,200.9441489,A
200.7272727,200.9441489,A
208.4848485,200.9441489,A
210.4242424,200.9441489,A
212.3636364,200.9441489,A
214.3030303,200.9441489,A
216.2424242,200.9441489,A
218.1818182,200.9441489,A
220.1212121,200.9441489,A
229.8181818,200.9441489,A
231.7575758,200.9441489,A
233.6969697,200.9441489,A
235.6363636,200.9441489,A
251.1515152,200.9441489,A
258.9090909,200.9441489,A
270.5454545,200.9441489,A
70.78787879,199.0026596,A
76.60606061,199.0026596,A
142.5454545,199.0026596,A
150.3030303,199.0026596,A
163.8787879,199.0026596,A
165.8181818,199.0026596,A
169.6969697,199.0026596,A
175.5151515,199.0026596,A
177.4545455,199.0026596,A
189.0909091,199.0026596,A
191.030303,199.0026596,A
198.7878788,199.0026596,A
200.7272727,199.0026596,A
206.5454545,199.0026596,A
208.4848485,199.0026596,A
218.1818182,199.0026596,A
227.8787879,199.0026596,A
237.5757576,199.0026596,A
249.2121212,199.0026596,A
253.0909091,199.0026596,A
264.7272727,199.0026596,A
66.90909091,197.0611702,A
78.54545455,197.0611702,A
80.48484848,197.0611702,A
165.8181818,197.0611702,A
167.7575758,197.0611702,A
169.6969697,197.0611702,A
171.6363636,197.0611702,A
173.5757576,197.0611702,A
181.3333333,197.0611702,A
183.2727273,197.0611702,A
185.2121212,197.0611702,A
204.6060606,197.0611702,A
220.1212121,197.0611702,A
222.0606061,197.0611702,A
224,197.0611702,A
225.9393939,197.0611702,A
233.6969697,197.0611702,A
235.6363636,197.0611702,A
237.5757576,197.0611702,A
239.5151515,197.0611702,A
241.4545455,197.0611702,A
243.3939394,197.0611702,A
245.3333333,197.0611702,A
247.2727273,197.0611702,A
253.0909091,197.0611702,A
255.030303,197.0611702,A
256.969697,197.0611702,A
262.7878788,197.0611702,A
264.7272727,197.0611702,A
266.6666667,197.0611702,A
82.42424242,195.1196809,A
235.6363636,195.1196809,A
266.6666667,195.1196809,A
84.36363636,193.1781915,A
218.1818182,193.1781915,A
224,193.1781915,A
255.030303,193.1781915,A
260.8484848,193.1781915,A
268.6060606,193.1781915,A
272.4848485,193.1781915,A
276.3636364,193.1781915,A
86.3030303,191.2367021,A
88.24242424,191.2367021,A
96,191.2367021,A
270.5454545,191.2367021,A
272.4848485,191.2367021,A
278.3030303,191.2367021,A
282.1818182,191.2367021,A
284.1212121,191.2367021,A
286.0606061,191.2367021,A
288,191.2367021,A
289.9393939,191.2367021,A
90.18181818,189.2952128,A
291.8787879,189.2952128,A
293.8181818,189.2952128,A
92.12121212,187.3537234,A
94.06060606,187.3537234,A
295.7575758,187.3537234,A
297.6969697,187.3537234,A
299.6363636,187.3537234,A
301.5757576,187.3537234,A
303.5151515,187.3537234,A
305.4545455,187.3537234,A
307.3939394,187.3537234,A
309.3333333,187.3537234,A
332.6060606,187.3537234,A
336.4848485,187.3537234,A
350.0606061,187.3537234,A
352,187.3537234,A
390.7878788,187.3537234,A
394.6666667,187.3537234,A
96,185.412234,A
305.4545455,185.412234,A
311.2727273,185.412234,A
315.1515152,185.412234,A
319.030303,185.412234,A
320.969697,185.412234,A
322.9090909,185.412234,A
328.7272727,185.412234,A
332.6060606,185.412234,A
334.5454545,185.412234,A
336.4848485,185.412234,A
338.4242424,185.412234,A
344.2424242,185.412234,A
346.1818182,185.412234,A
353.9393939,185.412234,A
357.8181818,185.412234,A
359.7575758,185.412234,A
363.6363636,185.412234,A
367.5151515,185.412234,A
369.4545455,185.412234,A
371.3939394,185.412234,A
383.030303,185.412234,A
388.8484848,185.412234,A
390.7878788,185.412234,A
90.18181818,183.4707447,A
97.93939394,183.4707447,A
315.1515152,183.4707447,A
317.0909091,183.4707447,A
352,183.4707447,A
373.3333333,183.4707447,A
375.2727273,183.4707447,A
377.2121212,183.4707447,A
383.030303,183.4707447,A
388.8484848,183.4707447,A
390.7878788,183.4707447,A
394.6666667,183.4707447,A
396.6060606,183.4707447,A
404.3636364,183.4707447,A
99.87878788,181.5292553,A
291.8787879,181.5292553,A
301.5757576,181.5292553,A
336.4848485,181.5292553,A
375.2727273,181.5292553,A
377.2121212,181.5292553,A
379.1515152,181.5292553,A
381.0909091,181.5292553,A
383.030303,181.5292553,A
384.969697,181.5292553,A
386.9090909,181.5292553,A
101.8181818,179.587766,A
103.7575758,179.587766,A
105.6969697,179.587766,A
394.6666667,179.587766,A
396.6060606,179.587766,A
398.5454545,179.587766,A
400.4848485,179.587766,A
402.4242424,179.587766,A
404.3636364,179.587766,A
406.3030303,179.587766,A
408.2424242,179.587766,A
103.7575758,177.6462766,A
105.6969697,177.6462766,A
412.1212121,177.6462766,A
414.0606061,177.6462766,A
416,177.6462766,A
417.9393939,177.6462766,A
429.5757576,177.6462766,A
103.7575758,175.7047872,A
107.6363636,175.7047872,A
109.5757576,175.7047872,A
421.8181818,175.7047872,A
423.7575758,175.7047872,A
425.6969697,175.7047872,A
427.6363636,175.7047872,A
429.5757576,175.7047872,A
437.3333333,175.7047872,A
439.2727273,175.7047872,A
97.93939394,173.7632979,A
101.8181818,173.7632979,A
109.5757576,173.7632979,A
111.5151515,173.7632979,A
431.5151515,173.7632979,A
433.4545455,173.7632979,A
435.3939394,173.7632979,A
437.3333333,173.7632979,A
111.5151515,171.8218085,A
113.4545455,171.8218085,A
433.4545455,171.8218085,A
439.2727273,171.8218085,A
441.2121212,171.8218085,A
443.1515152,171.8218085,A
445.0909091,171.8218085,A
454.7878788,171.8218085,A
105.6969697,169.8803191,A
115.3939394,169.8803191,A
447.030303,169.8803191,A
448.969697,169.8803191,A
454.7878788,169.8803191,A
107.6363636,167.9388298,A
117.3333333,167.9388298,A
452.8484848,167.9388298,A
454.7878788,167.9388298,A
117.3333333,165.9973404,A
119.2727273,165.9973404,A
452.8484848,165.9973404,A
456.7272727,165.9973404,A
458.6666667,165.9973404,A
460.6060606,165.9973404,A
119.2727273,164.0558511,A
462.5454545,164.0558511,A
464.4848485,164.0558511,A
466.4242424,164.0558511,A
121.2121212,162.1143617,A
127.030303,162.1143617,A
381.0909091,162.1143617,A
394.6666667,162.1143617,A
396.6060606,162.1143617,A
398.5454545,162.1143617,A
400.4848485,162.1143617,A
402.4242424,162.1143617,A
404.3636364,162.1143617,A
406.3030303,162.1143617,A
408.2424242,162.1143617,A
410.1818182,162.1143617,A
412.1212121,162.1143617,A
414.0606061,162.1143617,A
416,162.1143617,A
417.9393939,162.1143617,A
419.8787879,162.1143617,A
421.8181818,162.1143617,A
423.7575758,162.1143617,A
425.6969697,162.1143617,A
427.6363636,162.1143617,A
429.5757576,162.1143617,A
431.5151515,162.1143617,A
433.4545455,162.1143617,A
435.3939394,162.1143617,A
437.3333333,162.1143617,A
468.3636364,162.1143617,A
470.3030303,162.1143617,A
113.4545455,160.1728723,A
123.1515152,160.1728723,A
365.5757576,160.1728723,A
379.1515152,160.1728723,A
381.0909091,160.1728723,A
383.030303,160.1728723,A
384.969697,160.1728723,A
386.9090909,160.1728723,A
388.8484848,160.1728723,A
392.7272727,160.1728723,A
425.6969697,160.1728723,A
443.1515152,160.1728723,A
445.0909091,160.1728723,A
447.030303,160.1728723,A
448.969697,160.1728723,A
450.9090909,160.1728723,A
472.2424242,160.1728723,A
474.1818182,160.1728723,A
367.5151515,158.231383,A
369.4545455,158.231383,A
371.3939394,158.231383,A
373.3333333,158.231383,A
375.2727273,158.231383,A
396.6060606,158.231383,A
439.2727273,158.231383,A
447.030303,158.231383,A
454.7878788,158.231383,A
456.7272727,158.231383,A
458.6666667,158.231383,A
476.1212121,158.231383,A
478.0606061,158.231383,A
125.0909091,156.2898936,A
359.7575758,156.2898936,A
361.6969697,156.2898936,A
363.6363636,156.2898936,A
365.5757576,156.2898936,A
367.5151515,156.2898936,A
462.5454545,156.2898936,A
464.4848485,156.2898936,A
466.4242424,156.2898936,A
480,156.2898936,A
481.9393939,156.2898936,A
485.8181818,156.2898936,A
125.0909091,154.3484043,A
127.030303,154.3484043,A
346.1818182,154.3484043,A
352,154.3484043,A
353.9393939,154.3484043,A
355.8787879,154.3484043,A
468.3636364,154.3484043,A
470.3030303,154.3484043,A
472.2424242,154.3484043,A
483.8787879,154.3484043,A
123.1515152,152.4069149,A
125.0909091,152.4069149,A
128.969697,152.4069149,A
132.8484848,152.4069149,A
346.1818182,152.4069149,A
348.1212121,152.4069149,A
350.0606061,152.4069149,A
464.4848485,152.4069149,A
468.3636364,152.4069149,A
474.1818182,152.4069149,A
476.1212121,152.4069149,A
485.8181818,152.4069149,A
487.7575758,152.4069149,A
491.6363636,152.4069149,A
130.9090909,150.4654255,A
338.4242424,150.4654255,A
340.3636364,150.4654255,A
342.3030303,150.4654255,A
344.2424242,150.4654255,A
350.0606061,150.4654255,A
476.1212121,150.4654255,A
478.0606061,150.4654255,A
480,150.4654255,A
489.6969697,150.4654255,A
491.6363636,150.4654255,A
493.5757576,150.4654255,A
127.030303,148.5239362,A
130.9090909,148.5239362,A
338.4242424,148.5239362,A
340.3636364,148.5239362,A
470.3030303,148.5239362,A
480,148.5239362,A
481.9393939,148.5239362,A
489.6969697,148.5239362,A
491.6363636,148.5239362,A
130.9090909,146.5824468,A
319.030303,146.5824468,A
324.8484848,146.5824468,A
332.6060606,146.5824468,A
334.5454545,146.5824468,A
336.4848485,146.5824468,A
483.8787879,146.5824468,A
485.8181818,146.5824468,A
493.5757576,146.5824468,A
130.9090909,144.6409574,A
132.8484848,144.6409574,A
134.7878788,144.6409574,A
319.030303,144.6409574,A
322.9090909,144.6409574,A
326.7878788,144.6409574,A
328.7272727,144.6409574,A
485.8181818,144.6409574,A
487.7575758,144.6409574,A
491.6363636,144.6409574,A
495.5151515,144.6409574,A
322.9090909,142.6994681,A
324.8484848,142.6994681,A
483.8787879,142.6994681,A
489.6969697,142.6994681,A
497.4545455,142.6994681,A
319.030303,140.7579787,A
320.969697,140.7579787,A
491.6363636,140.7579787,A
499.3939394,140.7579787,A
132.8484848,138.8164894,A
315.1515152,138.8164894,A
317.0909091,138.8164894,A
493.5757576,138.8164894,A
495.5151515,138.8164894,A
501.3333333,138.8164894,A
311.2727273,136.875,A
313.2121212,136.875,A
315.1515152,136.875,A
489.6969697,136.875,A
493.5757576,136.875,A
495.5151515,136.875,A
497.4545455,136.875,A
501.3333333,136.875,A
503.2727273,136.875,A
505.2121212,136.875,A
311.2727273,134.9335106,A
499.3939394,134.9335106,A
505.2121212,134.9335106,A
511.030303,134.9335106,A
309.3333333,132.9920213,A
317.0909091,132.9920213,A
501.3333333,132.9920213,A
505.2121212,132.9920213,A
132.8484848,131.0505319,A
134.7878788,131.0505319,A
