"x","y","Presence","Group"
414.060606060606,282.48670212766,254,"A"
412.121212121212,280.545212765957,254,"A"
414.060606060606,280.545212765957,254,"A"
26.1818181818182,274.720744680851,254,"A"
33.9393939393939,274.720744680851,254,"A"
26.1818181818182,272.779255319149,254,"A"
33.9393939393939,272.779255319149,254,"A"
33.9393939393939,270.837765957447,254,"A"
26.1818181818182,268.896276595745,251,"A"
28.1212121212121,268.896276595745,137,"A"
30.0606060606061,268.896276595745,3,"A"
35.8787878787879,268.896276595745,3,"A"
43.6363636363636,268.896276595745,65,"A"
45.5757575757576,268.896276595745,225,"A"
14.5454545454545,266.954787234043,254,"A"
18.4242424242424,266.954787234043,249,"A"
20.3636363636364,266.954787234043,119,"A"
22.3030303030303,266.954787234043,16,"A"
47.5151515151515,266.954787234043,63,"A"
49.4545454545455,266.954787234043,212,"A"
12.6060606060606,265.01329787234,254,"A"
14.5454545454545,265.01329787234,254,"A"
16.4848484848485,265.01329787234,173,"A"
32,265.01329787234,3,"A"
51.3939393939394,265.01329787234,104,"A"
55.2727272727273,265.01329787234,254,"A"
14.5454545454545,263.071808510638,14,"A"
53.3333333333333,263.071808510638,9,"A"
55.2727272727273,263.071808510638,232,"A"
57.2121212121212,263.071808510638,254,"A"
12.6060606060606,261.130319148936,163,"A"
57.2121212121212,261.130319148936,102,"A"
59.1515151515152,259.188829787234,8,"A"
61.0909090909091,259.188829787234,237,"A"
64.969696969697,259.188829787234,254,"A"
10.6666666666667,257.247340425532,209,"A"
63.030303030303,257.247340425532,134,"A"
10.6666666666667,255.30585106383,5,"A"
64.969696969697,255.30585106383,29,"A"
66.9090909090909,255.30585106383,253,"A"
10.6666666666667,253.364361702128,3,"A"
68.8484848484848,253.364361702128,239,"A"
8.72727272727273,251.422872340426,179,"A"
64.969696969697,251.422872340426,3,"A"
70.7878787878788,251.422872340426,215,"A"
2.90909090909091,249.481382978723,254,"A"
4.84848484848485,249.481382978723,254,"A"
8.72727272727273,249.481382978723,30,"A"
68.8484848484848,249.481382978723,3,"A"
72.7272727272727,249.481382978723,208,"A"
72.7272727272727,247.539893617021,31,"A"
6.78787878787879,245.598404255319,225,"A"
74.6666666666667,245.598404255319,31,"A"
6.78787878787879,243.656914893617,36,"A"
76.6060606060606,243.656914893617,31,"A"
84.3636363636364,243.656914893617,254,"A"
4.84848484848485,241.715425531915,253,"A"
35.8787878787879,241.715425531915,3,"A"
78.5454545454545,241.715425531915,31,"A"
80.4848484848485,241.715425531915,204,"A"
84.3636363636364,241.715425531915,254,"A"
4.84848484848485,239.773936170213,78,"A"
35.8787878787879,239.773936170213,3,"A"
74.6666666666667,239.773936170213,3,"A"
78.5454545454545,239.773936170213,3,"A"
80.4848484848485,239.773936170213,3,"A"
82.4242424242424,239.773936170213,201,"A"
84.3636363636364,239.773936170213,254,"A"
86.3030303030303,239.773936170213,254,"A"
37.8181818181818,237.832446808511,3,"A"
74.6666666666667,237.832446808511,3,"A"
84.3636363636364,237.832446808511,200,"A"
2.90909090909091,235.890957446809,115,"A"
35.8787878787879,235.890957446809,144,"A"
37.8181818181818,235.890957446809,220,"A"
39.7575757575758,235.890957446809,28,"A"
82.4242424242424,235.890957446809,3,"A"
86.3030303030303,235.890957446809,199,"A"
90.1818181818182,235.890957446809,254,"A"
26.1818181818182,233.949468085106,3,"A"
32,233.949468085106,5,"A"
33.9393939393939,233.949468085106,241,"A"
41.6969696969697,233.949468085106,55,"A"
88.2424242424242,233.949468085106,188,"A"
0.96969696969697,232.007978723404,170,"A"
26.1818181818182,232.007978723404,3,"A"
30.0606060606061,232.007978723404,12,"A"
32,232.007978723404,253,"A"
43.6363636363636,232.007978723404,86,"A"
53.3333333333333,232.007978723404,3,"A"
90.1818181818182,232.007978723404,177,"A"
0.96969696969697,230.066489361702,28,"A"
2.90909090909091,230.066489361702,3,"A"
28.1212121212121,230.066489361702,12,"A"
45.5757575757576,230.066489361702,169,"A"
92.1212121212121,230.066489361702,163,"A"
0.96969696969697,228.125,77,"A"
20.3636363636364,228.125,3,"A"
47.5151515151515,228.125,252,"A"
49.4545454545455,228.125,172,"A"
94.0606060606061,228.125,98,"A"
0.96969696969697,226.183510638298,246,"A"
26.1818181818182,226.183510638298,180,"A"
51.3939393939394,226.183510638298,251,"A"
53.3333333333333,226.183510638298,23,"A"
96,226.183510638298,39,"A"
20.3636363636364,224.242021276596,3,"A"
24.2424242424242,224.242021276596,125,"A"
26.1818181818182,224.242021276596,254,"A"
51.3939393939394,224.242021276596,254,"A"
55.2727272727273,224.242021276596,35,"A"
97.9393939393939,224.242021276596,4,"A"
99.8787878787879,224.242021276596,221,"A"
107.636363636364,224.242021276596,254,"A"
2.90909090909091,222.300531914894,72,"A"
20.3636363636364,222.300531914894,12,"A"
22.3030303030303,222.300531914894,224,"A"
30.0606060606061,222.300531914894,254,"A"
57.2121212121212,222.300531914894,14,"A"
101.818181818182,222.300531914894,100,"A"
4.84848484848485,220.359042553192,41,"A"
16.4848484848485,220.359042553192,21,"A"
18.4242424242424,220.359042553192,173,"A"
57.2121212121212,220.359042553192,254,"A"
59.1515151515152,220.359042553192,4,"A"
103.757575757576,220.359042553192,12,"A"
105.69696969697,220.359042553192,236,"A"
117.333333333333,220.359042553192,254,"A"
6.78787878787879,218.417553191489,233,"A"
8.72727272727273,218.417553191489,180,"A"
10.6666666666667,218.417553191489,174,"A"
12.6060606060606,218.417553191489,227,"A"
59.1515151515152,218.417553191489,242,"A"
107.636363636364,218.417553191489,133,"A"
0.96969696969697,216.476063829787,254,"A"
10.6666666666667,216.476063829787,254,"A"
12.6060606060606,216.476063829787,254,"A"
16.4848484848485,216.476063829787,254,"A"
61.0909090909091,216.476063829787,197,"A"
107.636363636364,216.476063829787,3,"A"
109.575757575758,216.476063829787,21,"A"
111.515151515152,216.476063829787,241,"A"
14.5454545454545,214.534574468085,254,"A"
63.030303030303,214.534574468085,5,"A"
111.515151515152,214.534574468085,64,"A"
113.454545454545,214.534574468085,199,"A"
117.333333333333,214.534574468085,254,"A"
2.90909090909091,212.593085106383,254,"A"
16.4848484848485,212.593085106383,254,"A"
63.030303030303,212.593085106383,238,"A"
115.393939393939,212.593085106383,50,"A"
117.333333333333,212.593085106383,247,"A"
61.0909090909091,210.651595744681,254,"A"
64.969696969697,210.651595744681,163,"A"
119.272727272727,210.651595744681,118,"A"
121.212121212121,210.651595744681,254,"A"
127.030303030303,210.651595744681,254,"A"
63.030303030303,208.710106382979,254,"A"
66.9090909090909,208.710106382979,80,"A"
68.8484848484848,208.710106382979,3,"A"
70.7878787878788,208.710106382979,3,"A"
117.333333333333,208.710106382979,3,"A"
123.151515151515,208.710106382979,112,"A"
125.090909090909,208.710106382979,247,"A"
136.727272727273,208.710106382979,254,"A"
138.666666666667,208.710106382979,254,"A"
68.8484848484848,206.768617021277,22,"A"
123.151515151515,206.768617021277,3,"A"
127.030303030303,206.768617021277,31,"A"
128.969696969697,206.768617021277,170,"A"
130.909090909091,206.768617021277,245,"A"
138.666666666667,206.768617021277,254,"A"
64.969696969697,204.827127659574,254,"A"
70.7878787878788,204.827127659574,15,"A"
132.848484848485,204.827127659574,5,"A"
134.787878787879,204.827127659574,58,"A"
136.727272727273,204.827127659574,140,"A"
138.666666666667,204.827127659574,215,"A"
140.606060606061,204.827127659574,252,"A"
68.8484848484848,202.885638297872,254,"A"
72.7272727272727,202.885638297872,19,"A"
78.5454545454545,202.885638297872,3,"A"
144.484848484848,202.885638297872,8,"A"
146.424242424242,202.885638297872,56,"A"
148.363636363636,202.885638297872,133,"A"
150.30303030303,202.885638297872,234,"A"
175.515151515152,202.885638297872,254,"A"
74.6666666666667,200.94414893617,29,"A"
80.4848484848485,200.94414893617,3,"A"
136.727272727273,200.94414893617,3,"A"
138.666666666667,200.94414893617,3,"A"
152.242424242424,200.94414893617,7,"A"
154.181818181818,200.94414893617,115,"A"
156.121212121212,200.94414893617,221,"A"
158.060606060606,200.94414893617,132,"A"
160,200.94414893617,117,"A"
161.939393939394,200.94414893617,198,"A"
167.757575757576,200.94414893617,254,"A"
181.333333333333,200.94414893617,254,"A"
189.090909090909,200.94414893617,254,"A"
192.969696969697,200.94414893617,251,"A"
194.909090909091,200.94414893617,180,"A"
196.848484848485,200.94414893617,168,"A"
200.727272727273,200.94414893617,254,"A"
208.484848484848,200.94414893617,254,"A"
210.424242424242,200.94414893617,234,"A"
212.363636363636,200.94414893617,77,"A"
214.30303030303,200.94414893617,67,"A"
216.242424242424,200.94414893617,243,"A"
218.181818181818,200.94414893617,254,"A"
220.121212121212,200.94414893617,254,"A"
229.818181818182,200.94414893617,250,"A"
231.757575757576,200.94414893617,73,"A"
233.69696969697,200.94414893617,65,"A"
235.636363636364,200.94414893617,235,"A"
251.151515151515,200.94414893617,254,"A"
258.909090909091,200.94414893617,254,"A"
270.545454545455,200.94414893617,254,"A"
70.7878787878788,199.002659574468,254,"A"
76.6060606060606,199.002659574468,73,"A"
142.545454545455,199.002659574468,3,"A"
150.30303030303,199.002659574468,3,"A"
163.878787878788,199.002659574468,26,"A"
165.818181818182,199.002659574468,253,"A"
169.69696969697,199.002659574468,254,"A"
175.515151515152,199.002659574468,206,"A"
177.454545454545,199.002659574468,230,"A"
189.090909090909,199.002659574468,212,"A"
191.030303030303,199.002659574468,50,"A"
198.787878787879,199.002659574468,12,"A"
200.727272727273,199.002659574468,227,"A"
206.545454545455,199.002659574468,230,"A"
208.484848484848,199.002659574468,86,"A"
218.181818181818,199.002659574468,140,"A"
227.878787878788,199.002659574468,162,"A"
237.575757575758,199.002659574468,134,"A"
249.212121212121,199.002659574468,254,"A"
253.090909090909,199.002659574468,254,"A"
264.727272727273,199.002659574468,254,"A"
66.9090909090909,197.061170212766,254,"A"
78.5454545454545,197.061170212766,151,"A"
80.4848484848485,197.061170212766,19,"A"
165.818181818182,197.061170212766,49,"A"
167.757575757576,197.061170212766,183,"A"
169.69696969697,197.061170212766,212,"A"
171.636363636364,197.061170212766,235,"A"
173.575757575758,197.061170212766,25,"A"
181.333333333333,197.061170212766,11,"A"
183.272727272727,197.061170212766,45,"A"
185.212121212121,197.061170212766,24,"A"
204.606060606061,197.061170212766,7,"A"
220.121212121212,197.061170212766,16,"A"
222.060606060606,197.061170212766,194,"A"
224,197.061170212766,227,"A"
225.939393939394,197.061170212766,27,"A"
233.69696969697,197.061170212766,3,"A"
235.636363636364,197.061170212766,3,"A"
237.575757575758,197.061170212766,3,"A"
239.515151515152,197.061170212766,121,"A"
241.454545454545,197.061170212766,229,"A"
243.393939393939,197.061170212766,190,"A"
245.333333333333,197.061170212766,81,"A"
247.272727272727,197.061170212766,14,"A"
253.090909090909,197.061170212766,78,"A"
255.030303030303,197.061170212766,243,"A"
256.969696969697,197.061170212766,254,"A"
262.787878787879,197.061170212766,242,"A"
264.727272727273,197.061170212766,235,"A"
266.666666666667,197.061170212766,254,"A"
82.4242424242424,195.119680851064,70,"A"
235.636363636364,195.119680851064,3,"A"
266.666666666667,195.119680851064,49,"A"
84.3636363636364,193.178191489362,180,"A"
218.181818181818,193.178191489362,3,"A"
224,193.178191489362,3,"A"
